"STATE","YEAR","OFFENSE","AW","AB"
"(22) Minnesota",2014,40,5,0
"(22) Minnesota",2014,40,2,1
"(22) Minnesota",2014,40,4,1
"(22) Minnesota",2014,40,3,1
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,3,0
"(22) Minnesota",2014,40,3,0
"(22) Minnesota",2014,40,3,0
"(22) Minnesota",2014,40,4,1
"(22) Minnesota",2014,40,13,7
"(22) Minnesota",2014,40,5,1
"(22) Minnesota",2014,40,10,2
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,11,0,0
"(22) Minnesota",2014,40,13,0
"(22) Minnesota",2014,11,1,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,11,2,0
"(22) Minnesota",2014,40,75,41
"(22) Minnesota",2014,40,5,1
"(22) Minnesota",2014,40,24,3
"(22) Minnesota",2014,40,0,0
"(22) Minnesota",2014,11,0,0
"(22) Minnesota",2014,40,14,5
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,3,0
"(22) Minnesota",2014,40,1,1
"(22) Minnesota",2014,40,1,1
"(22) Minnesota",2014,40,3,0
"(22) Minnesota",2014,40,10,5
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,6,0
"(22) Minnesota",2014,40,9,0
"(22) Minnesota",2014,40,4,0
"(22) Minnesota",2014,40,6,1
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,11,2,0
"(22) Minnesota",2014,40,9,1
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,58,38
"(22) Minnesota",2014,40,7,0
"(22) Minnesota",2014,40,3,2
"(22) Minnesota",2014,40,0,1
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,11,4
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,3,0
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,7,0
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,4,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,6,0
"(22) Minnesota",2014,40,21,1
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,5,3
"(22) Minnesota",2014,11,1,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,5,2
"(22) Minnesota",2014,40,1,1
"(22) Minnesota",2014,11,1,0
"(22) Minnesota",2014,40,4,1
"(22) Minnesota",2014,40,7,4
"(22) Minnesota",2014,40,6,4
"(22) Minnesota",2014,40,0,1
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,0,0
"(22) Minnesota",2014,40,3,0
"(22) Minnesota",2014,40,13,5
"(22) Minnesota",2014,40,2,0
"(22) Minnesota",2014,11,0,1
"(22) Minnesota",2014,40,37,3
"(22) Minnesota",2014,40,2,1
"(22) Minnesota",2014,40,3,1
"(22) Minnesota",2014,40,1,0
"(22) Minnesota",2014,40,0,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,21,1
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,0,0
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,10,6
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,16,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,4,2
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,11,2,0
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,18,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,40,18
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,11,3,2
"(24) Missouri",2014,40,53,49
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,10,0
"(24) Missouri",2014,40,0,1
"(24) Missouri",2014,40,10,1
"(24) Missouri",2014,40,61,18
"(24) Missouri",2014,11,0,2
"(24) Missouri",2014,40,13,1
"(24) Missouri",2014,40,22,12
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,41,6
"(24) Missouri",2014,40,14,2
"(24) Missouri",2014,40,4,0
"(24) Missouri",2014,40,25,0
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,10,0
"(24) Missouri",2014,40,6,1
"(24) Missouri",2014,40,9,1
"(24) Missouri",2014,40,49,32
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,11,6,0
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,40,10,1
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,0,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,27,1
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,40,6,1
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,20,1
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,9,1
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,7,2
"(24) Missouri",2014,40,23,3
"(24) Missouri",2014,40,4,0
"(24) Missouri",2014,40,9,6
"(24) Missouri",2014,40,4,2
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,40,25,33
"(24) Missouri",2014,40,0,0
"(24) Missouri",2014,40,0,1
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,3,2
"(24) Missouri",2014,40,7,5
"(24) Missouri",2014,11,3,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,10,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,3,1
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,3,1
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,4,1
"(24) Missouri",2014,11,2,0
"(24) Missouri",2014,40,9,5
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,13,7
"(24) Missouri",2014,40,22,3
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,12,2
"(24) Missouri",2014,40,7,1
"(24) Missouri",2014,40,10,1
"(24) Missouri",2014,40,2,1
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,4,0
"(24) Missouri",2014,40,16,0
"(24) Missouri",2014,11,7,2
"(24) Missouri",2014,40,290,78
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,0,0
"(24) Missouri",2014,11,2,0
"(24) Missouri",2014,40,13,1
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,0,1
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,32,0
"(24) Missouri",2014,40,12,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,25,2
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,7,3
"(24) Missouri",2014,11,2,0
"(24) Missouri",2014,40,14,7
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,8,11
"(24) Missouri",2014,11,4,0
"(24) Missouri",2014,40,290,52
"(24) Missouri",2014,11,1,2
"(24) Missouri",2014,40,17,7
"(24) Missouri",2014,11,0,4
"(24) Missouri",2014,40,7,8
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,26,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,11,2,0
"(24) Missouri",2014,40,174,6
"(24) Missouri",2014,40,4,0
"(24) Missouri",2014,40,10,0
"(24) Missouri",2014,40,27,4
"(24) Missouri",2014,40,18,0
"(24) Missouri",2014,40,8,0
"(24) Missouri",2014,40,8,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,11,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,0,0
"(24) Missouri",2014,40,9,1
"(24) Missouri",2014,40,1,2
"(24) Missouri",2014,11,2,0
"(24) Missouri",2014,40,8,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,20,1
"(24) Missouri",2014,40,13,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,3,1
"(24) Missouri",2014,40,25,0
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,2,1
"(24) Missouri",2014,40,12,3
"(24) Missouri",2014,40,6,2
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,13,2
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,48,0
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,8,2
"(24) Missouri",2014,40,4,1
"(24) Missouri",2014,40,16,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,9,5
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,12,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,11,0,5
"(24) Missouri",2014,40,6,11
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,10,0
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,4,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,8,0
"(24) Missouri",2014,40,8,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,0,1
"(24) Missouri",2014,40,13,1
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,8,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,1,4
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,6,1
"(24) Missouri",2014,40,17,0
"(24) Missouri",2014,11,2,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,7,2
"(24) Missouri",2014,40,4,3
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,8,1
"(24) Missouri",2014,40,45,16
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,30,3
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,41,2
"(24) Missouri",2014,40,11,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,10,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,5,1
"(24) Missouri",2014,40,4,0
"(24) Missouri",2014,40,4,3
"(24) Missouri",2014,40,0,1
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,21,1
"(24) Missouri",2014,40,14,0
"(24) Missouri",2014,11,2,0
"(24) Missouri",2014,40,9,5
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,12,17
"(24) Missouri",2014,40,9,5
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,4,1
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,4,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,32,10
"(24) Missouri",2014,40,14,4
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,24,9
"(24) Missouri",2014,40,30,10
"(24) Missouri",2014,40,5,11
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,11,8,0
"(24) Missouri",2014,40,43,2
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,10,2
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,11,4,6
"(24) Missouri",2014,40,141,258
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,3,12
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,1,8
"(24) Missouri",2014,40,0,3
"(24) Missouri",2014,40,3,2
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,0,3
"(24) Missouri",2014,40,16,8
"(24) Missouri",2014,40,8,10
"(24) Missouri",2014,40,3,4
"(24) Missouri",2014,40,0,2
"(24) Missouri",2014,40,0,1
"(24) Missouri",2014,40,0,3
"(24) Missouri",2014,40,0,2
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,0,0
"(24) Missouri",2014,40,2,2
"(24) Missouri",2014,40,0,1
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,9,24
"(24) Missouri",2014,40,2,10
"(24) Missouri",2014,40,1,1
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,3,60
"(24) Missouri",2014,40,0,4
"(24) Missouri",2014,40,12,13
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,7,11
"(24) Missouri",2014,40,0,4
"(24) Missouri",2014,11,0,0
"(24) Missouri",2014,40,0,21
"(24) Missouri",2014,40,2,4
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,11,10
"(24) Missouri",2014,40,0,5
"(24) Missouri",2014,40,0,2
"(24) Missouri",2014,40,3,5
"(24) Missouri",2014,40,0,9
"(24) Missouri",2014,40,1,5
"(24) Missouri",2014,40,8,15
"(24) Missouri",2014,40,3,9
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,8,0
"(24) Missouri",2014,40,3,39
"(24) Missouri",2014,40,0,6
"(24) Missouri",2014,40,9,4
"(24) Missouri",2014,40,0,38
"(24) Missouri",2014,40,2,1
"(24) Missouri",2014,40,4,1
"(24) Missouri",2014,40,20,1
"(24) Missouri",2014,40,8,1
"(24) Missouri",2014,40,0,1
"(24) Missouri",2014,40,12,4
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,28,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,11,0,1
"(24) Missouri",2014,40,38,56
"(24) Missouri",2014,11,3,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,42,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,35,0
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,18,1
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,4,0
"(24) Missouri",2014,40,12,2
"(24) Missouri",2014,40,7,1
"(24) Missouri",2014,40,2,0
"(24) Missouri",2014,11,0,0
"(24) Missouri",2014,40,15,0
"(24) Missouri",2014,40,30,5
"(24) Missouri",2014,11,1,0
"(24) Missouri",2014,40,18,4
"(24) Missouri",2014,40,13,3
"(24) Missouri",2014,40,4,1
"(24) Missouri",2014,40,7,0
"(24) Missouri",2014,40,18,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,9,0
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,11,0
"(24) Missouri",2014,40,18,0
"(24) Missouri",2014,11,2,13
"(24) Missouri",2014,40,147,274
"(24) Missouri",2014,40,7,7
"(24) Missouri",2014,40,12,1
"(24) Missouri",2014,40,1,0
"(24) Missouri",2014,40,6,0
"(24) Missouri",2014,40,3,0
"(24) Missouri",2014,40,4,1
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,11,3,0
"(24) Missouri",2014,40,5,0
"(24) Missouri",2014,40,10,2
"(24) Missouri",2014,11,2,89
"(24) Missouri",2014,40,131,865
"(23) Mississippi",2014,11,1,4
"(23) Mississippi",2014,40,0,18
"(23) Mississippi",2014,40,0,1
"(23) Mississippi",2014,11,0,4
"(23) Mississippi",2014,40,0,9
"(23) Mississippi",2014,40,1,3
"(23) Mississippi",2014,11,1,0
"(23) Mississippi",2014,40,18,18
"(23) Mississippi",2014,11,2,1
"(23) Mississippi",2014,40,14,12
"(23) Mississippi",2014,11,2,1
"(23) Mississippi",2014,40,2,2
"(23) Mississippi",2014,11,1,0
"(23) Mississippi",2014,40,8,5
"(23) Mississippi",2014,40,8,1
"(23) Mississippi",2014,40,11,5
"(23) Mississippi",2014,40,15,2
"(23) Mississippi",2014,11,2,0
"(23) Mississippi",2014,40,7,3
"(23) Mississippi",2014,11,1,3
"(23) Mississippi",2014,40,8,8
"(23) Mississippi",2014,11,1,0
"(23) Mississippi",2014,40,3,10
"(23) Mississippi",2014,40,19,8
"(23) Mississippi",2014,40,7,9
"(23) Mississippi",2014,40,7,0
"(23) Mississippi",2014,11,0,3
"(23) Mississippi",2014,40,1,5
"(23) Mississippi",2014,11,2,25
"(23) Mississippi",2014,40,1,56
"(23) Mississippi",2014,40,0,4
"(23) Mississippi",2014,40,0,2
"(23) Mississippi",2014,40,12,0
"(23) Mississippi",2014,40,1,0
"(23) Mississippi",2014,11,1,1
"(23) Mississippi",2014,40,5,5
"(23) Mississippi",2014,40,4,2
"(23) Mississippi",2014,40,7,12
"(23) Mississippi",2014,11,0,2
"(23) Mississippi",2014,40,3,7
"(23) Mississippi",2014,40,1,0
"(23) Mississippi",2014,11,1,3
"(23) Mississippi",2014,40,1,22
"(23) Mississippi",2014,40,0,6
"(23) Mississippi",2014,40,3,5
"(23) Mississippi",2014,40,2,2
"(23) Mississippi",2014,40,1,3
"(23) Mississippi",2014,11,0,1
"(23) Mississippi",2014,40,0,1
"(23) Mississippi",2014,11,0,17
"(23) Mississippi",2014,40,3,38
"(23) Mississippi",2014,40,0,4
"(23) Mississippi",2014,40,2,1
"(23) Mississippi",2014,11,1,0
"(23) Mississippi",2014,40,10,22
"(23) Mississippi",2014,40,0,3
"(23) Mississippi",2014,11,0,1
"(23) Mississippi",2014,40,7,1
"(23) Mississippi",2014,11,0,2
"(23) Mississippi",2014,40,1,3
"(23) Mississippi",2014,11,0,3
"(23) Mississippi",2014,40,1,44
"(23) Mississippi",2014,40,1,0
"(23) Mississippi",2014,40,0,8
"(23) Mississippi",2014,40,1,1
"(23) Mississippi",2014,11,0,3
"(23) Mississippi",2014,40,2,10
"(23) Mississippi",2014,11,0,5
"(23) Mississippi",2014,40,7,12
"(23) Mississippi",2014,11,0,1
"(23) Mississippi",2014,40,5,15
"(23) Mississippi",2014,11,0,1
"(23) Mississippi",2014,11,0,1
"(23) Mississippi",2014,40,0,5
"(23) Mississippi",2014,40,9,15
"(23) Mississippi",2014,40,0,9
"(23) Mississippi",2014,40,1,1
"(23) Mississippi",2014,40,5,2
"(23) Mississippi",2014,40,9,3
"(23) Mississippi",2014,11,2,5
"(23) Mississippi",2014,40,2,11
"(23) Mississippi",2014,11,1,0
"(23) Mississippi",2014,40,0,2
"(23) Mississippi",2014,40,5,6
"(23) Mississippi",2014,11,0,2
"(23) Mississippi",2014,40,3,40
"(23) Mississippi",2014,11,0,3
"(23) Mississippi",2014,40,1,14
"(23) Mississippi",2014,11,0,1
"(23) Mississippi",2014,40,5,3
"(23) Mississippi",2014,11,0,3
"(23) Mississippi",2014,40,8,149
"(23) Mississippi",2014,40,3,8
"(23) Mississippi",2014,11,0,0
"(23) Mississippi",2014,40,0,0
"(23) Mississippi",2014,40,3,13
"(23) Mississippi",2014,11,0,1
"(23) Mississippi",2014,40,0,3
"(25) Montana",2014,40,7,0
"(25) Montana",2014,40,7,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,20,2
"(25) Montana",2014,11,1,0
"(25) Montana",2014,40,32,6
"(25) Montana",2014,40,12,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,7,0
"(25) Montana",2014,40,5,0
"(25) Montana",2014,40,12,1
"(25) Montana",2014,40,3,0
"(25) Montana",2014,40,4,0
"(25) Montana",2014,40,4,0
"(25) Montana",2014,11,1,0
"(25) Montana",2014,40,43,1
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,6,0
"(25) Montana",2014,40,11,0
"(25) Montana",2014,40,14,0
"(25) Montana",2014,40,15,0
"(25) Montana",2014,40,2,1
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,0,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,0,0
"(25) Montana",2014,11,1,0
"(25) Montana",2014,40,8,0
"(25) Montana",2014,40,9,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,4,0
"(25) Montana",2014,40,10,0
"(25) Montana",2014,40,0,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,15,0
"(25) Montana",2014,11,0,0
"(25) Montana",2014,40,26,1
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,10,0
"(25) Montana",2014,40,3,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,18,1
"(25) Montana",2014,11,0,0
"(25) Montana",2014,40,44,1
"(25) Montana",2014,40,3,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,5,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,27,1
"(25) Montana",2014,40,13,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,5,0
"(25) Montana",2014,40,6,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,3,0
"(25) Montana",2014,11,1,0
"(25) Montana",2014,40,0,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,6,0
"(25) Montana",2014,11,1,0
"(25) Montana",2014,40,51,2
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,2,0
"(25) Montana",2014,40,1,0
"(25) Montana",2014,40,0,0
"(25) Montana",2014,40,12,0
"(25) Montana",2014,11,3,1
"(25) Montana",2014,40,61,7
"(25) Montana",2014,11,1,0
"(25) Montana",2014,40,8,0
"(26) Nebraska",2014,11,0,0
"(26) Nebraska",2014,40,15,1
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,11,1,0
"(26) Nebraska",2014,40,5,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,11,0,1
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,18,3
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,3,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,13,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,4,2
"(26) Nebraska",2014,40,8,5
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,3,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,6,0
"(26) Nebraska",2014,40,19,1
"(26) Nebraska",2014,11,0,1
"(26) Nebraska",2014,40,52,40
"(26) Nebraska",2014,11,6,16
"(26) Nebraska",2014,40,178,307
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,6,0
"(26) Nebraska",2014,40,8,1
"(26) Nebraska",2014,11,1,0
"(26) Nebraska",2014,40,196,14
"(26) Nebraska",2014,40,0,1
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,3,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,3,1
"(26) Nebraska",2014,40,0,1
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,15,1
"(26) Nebraska",2014,11,1,0
"(26) Nebraska",2014,40,0,0
"(26) Nebraska",2014,11,1,0
"(26) Nebraska",2014,40,12,1
"(26) Nebraska",2014,11,4,1
"(26) Nebraska",2014,40,209,117
"(26) Nebraska",2014,40,4,1
"(26) Nebraska",2014,11,2,0
"(26) Nebraska",2014,40,10,0
"(26) Nebraska",2014,40,55,3
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,11,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,5,0
"(26) Nebraska",2014,11,1,0
"(26) Nebraska",2014,40,6,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,10,1
"(26) Nebraska",2014,40,6,3
"(26) Nebraska",2014,40,7,4
"(26) Nebraska",2014,40,6,1
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,4,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,0,0
"(26) Nebraska",2014,11,0,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,14,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,0,1
"(26) Nebraska",2014,40,4,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,0,0
"(26) Nebraska",2014,40,14,0
"(26) Nebraska",2014,40,24,0
"(26) Nebraska",2014,40,0,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,2,0
"(26) Nebraska",2014,40,1,0
"(26) Nebraska",2014,40,0,1
"(26) Nebraska",2014,40,1,0
"(32) North Carolina",2014,11,0,1
"(32) North Carolina",2014,40,46,22
"(32) North Carolina",2014,11,1,2
"(32) North Carolina",2014,40,38,55
"(32) North Carolina",2014,40,1,0
"(32) North Carolina",2014,40,10,10
"(32) North Carolina",2014,11,0,1
"(32) North Carolina",2014,40,3,3
"(32) North Carolina",2014,40,6,1
"(32) North Carolina",2014,11,1,1
"(32) North Carolina",2014,40,24,1
"(32) North Carolina",2014,40,1,0
"(32) North Carolina",2014,11,1,0
"(32) North Carolina",2014,40,9,0
"(32) North Carolina",2014,11,0,1
"(32) North Carolina",2014,40,3,14
"(32) North Carolina",2014,11,0,1
"(32) North Carolina",2014,40,4,33
"(32) North Carolina",2014,11,1,0
"(32) North Carolina",2014,40,21,1
"(32) North Carolina",2014,11,1,0
"(32) North Carolina",2014,40,22,1
"(32) North Carolina",2014,11,1,0
